club_id,name,age,market_value_est
15,Gianluca Pandeynuwu,9 Nov 1997 (28),"Rp2,61Mlyr."
15,Lucas Frigeri,15 Jun 1989 (36),"Rp869,08Jt."
15,Andrian Casvari,30 Jun 1999 (26),"Rp173,82Jt."
15,Hansamu Yama,16 Jan 1995 (31),"Rp2,61Mlyr."
15,Luiz Gustavo,12 Feb 1994 (31),"Rp2,17Mlyr."
15,Anwar Rifai,23 Jan 2001 (25),"Rp1,30Mlyr."
15,Odivan,12 Jan 1999 (27),"Rp869,08Jt."
15,Iksan Lestaluhu,13 Okt 2003 (22),"Rp1,30Mlyr."
15,Johan Alfarizi,25 Mei 1990 (35),"Rp173,82Jt."
15,Rio Fahmi,6 Okt 2001 (24),"Rp5,21Mlyr."
15,Achmad Maulana,24 Apr 2003 (22),"Rp3,04Mlyr."
15,Rifad Marasabessy,7 Jul 1999 (26),"Rp1,74Mlyr."
15,Bayu Setiawan,27 Des 1998 (27),"Rp1,30Mlyr."
15,Alfiansyah,29 Okt 2003 (22),-
15,Matheus Blade,15 Mei 1997 (28),"Rp3,04Mlyr."
15,Pablo Oliveira,24 Mei 1995 (30),"Rp1,74Mlyr."
15,Betinho,4 Apr 1992 (33),"Rp1,74Mlyr."
15,Jayus Hariono,27 Jan 1997 (29),"Rp1,30Mlyr."
15,Aswin,10 Mei 2003 (22),-
15,Arkhan Fikri,28 Des 2004 (21),"Rp4,78Mlyr."
15,Julián Guevara,4 Mei 1992 (33),"Rp2,17Mlyr."
15,Samuel Balinsa,8 Mar 1999 (26),"Rp1,30Mlyr."
15,Gustavo França,24 Apr 1998 (27),"Rp4,78Mlyr."
15,Valdeci,26 Mar 1995 (30),"Rp4,35Mlyr."
15,Gabriel Silva,8 Apr 1997 (28),"Rp3,91Mlyr."
15,Salim Tuharea,13 Feb 2004 (21),"Rp2,17Mlyr."
15,Dwiki Mardiyanto,21 Mar 2000 (25),"Rp1,30Mlyr."
15,Fikri Arjidan,8 Feb 2004 (21),"Rp434,54Jt."
15,Dendi Santoso,16 Mei 1990 (35),"Rp434,54Jt."
15,Dalberto,15 Sep 1994 (31),"Rp5,21Mlyr."
15,Joel Vinícius,25 Nov 1994 (31),"Rp2,61Mlyr."
15,Dedik Setiawan,27 Jun 1994 (31),"Rp2,17Mlyr."
15,Razzaa Fachrezi,4 Jun 2004 (21),-
15,Agusti Ardiansyah,8 Agt 2007 (18),-
15,Dimas Aryaguna,9 Agt 2005 (20),-
16,Arthur Augusto,29 Agt 1999 (26),"Rp3,91Mlyr."
16,Rendy Oscario,7 Okt 1998 (27),"Rp1,30Mlyr."
16,Teguh Amiruddin,13 Agt 1993 (32),"Rp869,08Jt."
16,Farel Putra,16 Agt 2007 (18),"Rp173,82Jt."
16,Iqbal Bachtiar,2 Mei 1998 (27),-
16,Ângelo Meneses,3 Jul 1993 (32),"Rp4,35Mlyr."
16,Jaime Giraldo,8 Feb 1998 (27),"Rp3,48Mlyr."
16,Tin Martic,27 Mar 1996 (29),"Rp2,61Mlyr."
16,Rui Rampa,6 Sep 1992 (33),"Rp1,30Mlyr."
16,Asyraq Gufron,9 Feb 1996 (29),-
16,Leo Guntara,17 Agt 1994 (31),"Rp3,48Mlyr."
16,Samuel Simanjuntak,31 Jul 1999 (26),"Rp1,30Mlyr."
16,Ravy Tsouka,23 Des 1994 (31),"Rp5,21Mlyr."
16,Zidane Afandi,25 Feb 2002 (23),"Rp869,08Jt."
16,Ghifari Azhhari,15 Sep 2007 (18),-
16,Boubakary Diarra,30 Agt 1993 (32),"Rp4,35Mlyr."
16,Rosad Setiawan,9 Agt 1996 (29),"Rp3,04Mlyr."
16,Ripal Wahyudi,10 Okt 2000 (25),"Rp2,17Mlyr."
16,Ricki Ariansyah,10 Jun 1997 (28),"Rp1,74Mlyr."
16,Alhassan Wakaso,7 Jan 1992 (34),"Rp869,08Jt."
16,Dimas Saputra,15 Sep 1996 (29),"Rp434,54Jt."
16,Kazaki Nakagawa,3 Jul 1995 (30),"Rp3,48Mlyr."
16,Kianz Froese,16 Apr 1996 (29),"Rp2,61Mlyr."
16,Maicon,16 Mar 1996 (29),"Rp4,78Mlyr."
16,Firman Juliansyah,7 Jul 2003 (22),"Rp2,17Mlyr."
16,Armando Oropa,31 Agt 2003 (22),"Rp1,74Mlyr."
16,Irsyad Maulana,27 Sep 1993 (32),"Rp1,30Mlyr."
16,Kasim Botan,14 Apr 1997 (28),"Rp1,74Mlyr."
16,Ronaldo Kwateh,19 Okt 2004 (21),"Rp1,30Mlyr."
16,Ferdiansyah,15 Jul 2003 (22),"Rp869,08Jt."
16,Febrian Triyanto,11 Feb 2004 (21),"Rp434,54Jt."
16,Guillermo Fernández,23 Mei 1993 (32),"Rp5,21Mlyr."
16,Muhammad Ridwan,13 Jun 2000 (25),"Rp1,30Mlyr."
16,Syaiful Asri,1 Feb 2006 (19),-
16,Aditya Sentosa,6 Feb 2006 (19),-
17,Rodrigo Moura,25 Jan 1996 (30),"Rp2,61Mlyr."
17,Sendri Johansah,11 Jun 1993 (32),"Rp1,30Mlyr."
17,Ardiansyah,28 Mar 2003 (22),"Rp869,08Jt."
17,Sheva Sanggasi,1 Mei 2004 (21),"Rp434,54Jt."
17,Raufa Aghastya,25 Nov 2005 (20),-
17,Tiri,14 Jul 1991 (34),"Rp3,48Mlyr."
17,Diogo Brito,16 Jun 1999 (26),"Rp3,04Mlyr."
17,Akbar Arjunsyah,21 Jul 2001 (24),"Rp869,08Jt."
17,Firman Ramadhan,7 Nov 2003 (22),"Rp869,08Jt."
17,Buyung Ismu,8 Mei 1999 (26),"Rp869,08Jt."
17,Rahmat Hidayat,19 Jun 2002 (23),"Rp1,74Mlyr."
17,Aly Ndom,30 Mei 1996 (29),"Rp3,04Mlyr."
17,Wahyudi Hamisi,28 Jul 1997 (28),"Rp2,17Mlyr."
17,Restu Akbar,6 Mei 2003 (22),"Rp869,08Jt."
17,Zahran Alamsah,6 Agt 2003 (22),"Rp434,54Jt."
17,Heriansyah Yan,3 Sep 2003 (22),-
17,Borja Martínez,8 Feb 1995 (30),"Rp4,78Mlyr."
17,Felix Marcelino,20 Mar 2005 (20),-
17,Borja Herrera,8 Jan 1993 (33),"Rp4,78Mlyr."
17,Alexis Gómez,28 Feb 2000 (25),"Rp4,35Mlyr."
17,Adzikry Fadlillah,26 Feb 2003 (22),"Rp1,30Mlyr."
17,Iker Guarrotxena,6 Des 1992 (33),"Rp5,65Mlyr."
17,Indra Arya,1 Jul 2003 (22),"Rp2,17Mlyr."
17,Ardi Ardiana,22 Des 2003 (22),"Rp869,08Jt."
17,Najeeb Yakubu,1 Mei 2000 (25),"Rp6,08Mlyr."
17,Dicky Kurniawan,6 Jun 2002 (23),"Rp1,74Mlyr."
17,Ambrizal Umanailo,12 Jun 1996 (29),"Rp1,30Mlyr."
17,Rendi Saepul,21 Mei 2005 (20),"Rp869,08Jt."
17,Prince Kallon,3 Feb 2002 (23),"Rp869,08Jt."
17,Seva Setiadi,17 Feb 2007 (18),-
17,Carlos França,9 Feb 1995 (30),"Rp6,95Mlyr."
17,Abdallah Sudi,5 Jan 2000 (26),"Rp2,17Mlyr."
18,Miswar Saputra,19 Apr 1996 (29),"Rp1,74Mlyr."
18,Mochammad Diky,4 Jun 1997 (28),"Rp1,30Mlyr."
18,Satrio Azhar,16 Mei 2001 (24),"Rp434,54Jt."
18,Adhitya Harlan,17 Jun 1987 (38),"Rp173,82Jt."
18,Rendy Razzaqu,8 Jan 2008 (18),-
18,Ruxi,11 Apr 1995 (30),"Rp5,21Mlyr."
18,Pedro Monteiro,30 Jan 1994 (32),"Rp4,35Mlyr."
18,Ahmad Rusadi,4 Apr 2003 (22),"Rp1,74Mlyr."
18,Mendonça,15 Agt 1995 (30),"Rp1,74Mlyr."
18,Nurdiansyah,18 Des 1998 (27),"Rp1,30Mlyr."
18,Taufik Hidayat,20 Mar 1993 (32),"Rp1,74Mlyr."
18,Novan Sasongko,26 Nov 1989 (36),"Rp173,82Jt."
18,Giovani Numberi,22 Apr 2000 (25),"Rp2,17Mlyr."
18,Ferian Rizki,18 Jan 2003 (23),"Rp1,74Mlyr."
18,Kartika Vedhayanto,25 Jan 2002 (24),"Rp869,08Jt."
18,Kerim Palic,24 Jan 1997 (29),"Rp3,04Mlyr."
18,Ilhamsyah,2 Jul 1999 (26),"Rp1,30Mlyr."
18,Kemaluddin,28 Apr 1999 (26),"Rp869,08Jt."
18,Feby Ramzy,4 Feb 2002 (23),"Rp869,08Jt."
18,Jordy Wehrmann,25 Mar 1999 (26),"Rp5,65Mlyr."
18,Paulo Sitanggang,17 Okt 1995 (30),"Rp2,17Mlyr."
18,Iran Júnior,10 Okt 1995 (30),"Rp3,91Mlyr."
18,Taufany Muslihuddin,24 Mar 2002 (23),"Rp2,17Mlyr."
18,Lulinha,10 Apr 1990 (35),"Rp2,17Mlyr."
18,Riski Afrisal,25 Apr 2006 (19),"Rp1,30Mlyr."
18,Fransiskus Alesandro,12 Jul 2002 (23),"Rp1,30Mlyr."
18,Jasey Wehrmann,3 Jul 2005 (20),-
18,Ahmad Nufiandani,20 Nov 1994 (31),"Rp2,61Mlyr."
18,Arsan Makarin,8 Feb 2001 (24),"Rp869,08Jt."
18,Riquelme,2 Jul 2001 (24),"Rp6,08Mlyr."
18,Aji Kusuma,30 Jan 1999 (27),"Rp1,74Mlyr."
18,Yuda Editya Pratama,31 Mei 2004 (21),"Rp434,54Jt."
18,Aldo Maulidino,22 Jul 1998 (27),"Rp434,54Jt."
18,Junior Brandão,7 Jan 1995 (31),-
19,Kadú,30 Nov 1994 (31),"Rp2,17Mlyr."
19,Andika Wisnu,18 Mar 1997 (28),"Rp434,54Jt."
19,Dimas Galih,23 Nov 1992 (33),"Rp434,54Jt."
19,Juan Madjar,9 Jan 2004 (22),-
19,Sandro Embaló,1 Mei 1996 (29),"Rp3,48Mlyr."
19,Myung-hyun Hwang,14 Nov 2001 (24),"Rp1,74Mlyr."
19,Nurhidayat,5 Apr 1999 (26),"Rp1,74Mlyr."
19,Arif Budiyono,26 Feb 1993 (32),"Rp869,08Jt."
19,Hadi Ardiansyah,1 Des 2000 (25),"Rp434,54Jt."
19,Iqbal Hadi,22 Feb 2001 (24),"Rp434,54Jt."
19,Pablo Andrade,15 Feb 1994 (31),"Rp2,61Mlyr."
19,Urbanus Lasol,9 Mar 2004 (21),"Rp869,08Jt."
19,Moses Madjar,14 Apr 2005 (20),"Rp434,54Jt."
19,Patrias Rumere,9 Feb 1988 (37),-
19,Ians Rumbewas,22 Feb 2006 (19),-
19,Lucky Oktavianto,5 Okt 1993 (32),"Rp1,30Mlyr."
19,George Brown,4 Jun 1999 (26),"Rp1,30Mlyr."
19,Claudio Olivera,28 Okt 2006 (19),-
19,Kevin Lopez,27 Sep 2000 (25),"Rp1,74Mlyr."
19,Arjuna Agung,24 Jun 2003 (22),"Rp1,30Mlyr."
19,Nelson Alom,27 Okt 1991 (34),"Rp434,54Jt."
19,Eduardo Barbosa,18 Jan 2003 (23),"Rp2,61Mlyr."
19,Yano Putra,26 Sep 2003 (22),"Rp1,74Mlyr."
19,Luquinhas,22 Apr 1997 (28),"Rp3,48Mlyr."
19,Heri Susanto,15 Jul 1994 (31),"Rp1,30Mlyr."
19,Muhammad Isa,4 Sep 1994 (31),"Rp869,08Jt."
19,Ilham Armaiyn,10 Mei 1996 (29),"Rp869,08Jt."
19,Alfan Tri,12 Feb 2005 (20),-
19,Raja Siregar,7 Jul 2004 (21),"Rp869,08Jt."
19,Ruyery Blanco,7 Des 1998 (27),"Rp4,35Mlyr."
19,Mohcine Hassan,30 Sep 1994 (31),"Rp1,74Mlyr."
19,Tobias Solossa,31 Agt 2006 (19),"Rp434,54Jt."
19,Samuel Gwijangge,5 Nov 2001 (24),"Rp434,54Jt."
